2014-10-1,84.25136536963832
2014-10-2,74.9925515908717
2014-10-3,62.98111749949881
2014-10-6,80.99826863655815
2014-10-7,79.49683937513655
2014-10-8,76.49398085229332
2014-10-9,78.4958865341888
2014-10-10,69.48731096565912
2014-10-14,67.73564349400057
2014-10-15,95.76232304053735
2014-10-16,88.25517673342928
2014-10-17,77.24469548300412
2014-10-20,74.9925515908717
2014-10-21,84.25136536963832
2014-10-22,96.01256125077428
2014-10-23,98.01446693266976
2014-10-24,88.00493852319235
2014-10-27,77.99541011371494
2014-10-28,87.0039856822446
2014-10-29,85.75279463105993
2014-10-30,85.75279463105993
2014-10-31,87.7547003129554
2014-11-4,87.50446210271849
2014-11-5,94.7613701995896
2014-11-6,86.75374747200767
2014-11-7,84.50160357987525
2014-11-10,81.74898326726895
2014-11-11,98.01446693266976
2014-11-12,98.76518156338057
2014-11-13,86.00303284129686
2014-11-14,95.26184662006347
2014-11-17,99.01541977361751
2014-11-18,94.51113198935266
2014-11-19,97.5139905121959
2014-11-20,108.52447176262106
2014-11-21,97.5139905121959
2014-11-25,106.27232787048864
2014-11-26,111.77756849570122
2014-11-27,97.01351409172203
2014-11-28,96.51303767124816
